text	label
Parece que hayan rellenado el bote con otro producto. El bote está todo rallado y desgastado. No me fío que sea el original	negative
Perfecto , es lo que esperaba	positive
Con un uso medio diario de una hora se han fundido en dos meses.Muy malas	negative
Me ha llegado defectuoso me sabe a quemado tengo 2 años en el mundo del vapeo y este me ha llegado defectuoso	negative
Tiene muchas cosas. Algunas serán útiles, otras no tanto. La calidad es suficiente, pero no excelente. Es muy compacto y queda todo muy recogido. Para sacarte de un apuro, puede valer.	positive
Me quito un atasco que con otros no podía. Tiene mucha potencia y se amolda tanto a lavabos como al váter.	positive
No era lo que esperaba	negative
Perfecto para decorar el árbol	positive
pensaba que iba a ser la leche y la verdad que no es que se diga muy efectivo... donde estén las pinzas y los apratos de toda la vida manuales que se quite esto. Si tenéis otros productos no eléctrico sno lo compréis porque no os va a servir de nada, yo recomiendo los extractores manuales que se venden por ahí antes que esto sin duda	negative
Me llegó en menos de 24 horas. El aparato mucho más barato que en otros sitios y con la misma función. Llevo usándolo solo tres días, pero noto fenomenal la piel por la mañana.	positive
Llego antes de lo previsto	positive
El botón para abrirlo venía encallado y no hay manera de abrirlo por donde toca.	negative
A mi me va muy bien llevo usándolo tiempo	positive
Los materiales son flojos, es barato y se nota. Su Funcionamiento es correcto y se ve la pantalla bien, es manejable de forma intuitiva.	negative
Creo que si tienes más de un gato lo utilizarán más , se esconden, saltan ...	positive
Muy buena relación calidad precio. El pulsometro no es demasiado exacto, mejora su precisión a altas pulsaciones, pero en general muy contento con el reloj. Lo tengo desde hace 6 meses y no he tenido ningún problema. Lo mejor el gps, cuando salgo a correr registra todo perfectamente, altitud, distancia, velocidad...	positive
Si calienta bien.....pero no es estanco....no es hermetico....gotea por donde los cubiertos .....se supone que no debería perder líquido	negative
Las he comprado para colgar bicis talla L y si recomiendo no utilizar los tornillos que traen y poner unos buenos tacos y buenos tornillos, porque las bicis pesan. Pero estoy contento con el producto ya que se ve bueno y robusto	positive
El olor a pintura es muy fuerte. La tengo que dejar fuera en la terraza a que se airee a ver si así se le va. Respecto al diseño está bien. Otro punto en contra es que el color de la máscara no es blanco 100% sino que tiene como un toque amarillento... No sé si es así de fábrica o es que me ha tocado una defectuosa. La máscara es más cara que la calidad del producto.	negative
Fácil manejo y práctico a corta distancia.	positive
La figura en si es muy buena. El problema es el embalaje utilizado para el envío del producto. Lógicamente habrá recibido golpes durante el transporte y la caja ha venido dañada. Siendo un producto de coleccionismo es inaceptable.	negative
Como la descripcion, sin problemas	positive
La parte de arriba no queda bien	negative
Recomendable. Encaja perfecto en el Ibiza 6l	positive
No puedo decir si cumple con las espectativas o no, porque lo compré y no me llegó nunca. Estoy esperando soluciones.	negative
Para dar una opinión sobre este producto deberia al menos esperar un mes, solo puedo basarme en que los niños lo toman muy contentos porque el sabor les gusta y el formato en pastilla me resulta fácil a la hora de dárselo, pero si son o no son efectivos creo que tengo que esperar	positive
Monedero pequeño, pero muy práctico cuando el bolso también es pequeño. Elegante, color muy bonito y sin fallos en las costuras. Duradero	positive
Precio elevado para su calidad. No lo volvería a comprar	negative
A veces se inicia sola una actividad y cuando te das cuenta lleva iniciada minutos o incluso horas.Los pasos se los inventa ya que fregando los platos o conduciendo ya te dice que estás andando.La frecuencia cardíaca a veces creo que también se la inventa.Lo tengo como un reloj normal acuático...no creo que sirva para más	negative
Bastante bien en calidad y precio	positive
Lo mejor la duración de la batería mas de una semana muy cómodo para hacer deporte, facil de usar y	positive
Cumple con lo descrito	positive
Son cuadrados pequeños, no un rollo	negative
Es mucho más pequeña que una espátula normal, parece de juguete.	negative
No cubre la totalidad de la pantalla. Le faltan milímetros de protector por cada lado.	negative
Carga rápida. Bien. Recomendable	positive
"Para el precio y el tamaño, no se puede esperar que tenga ninguna ""super succión"", pero cumple con lo deseado. Limpia bien migas y suciedad facil de recoger. Yo lo utilizo para limpiar la suciedad que dejan mis dos periquitos, y para eso me va genial."	positive
Todo perfecto ,las he utilizado con anterioridad y quede contento por su comodidad, dureza,y agarre.	positive
Se me han roto en un minuto se rompe el plástico negro por dónde salen las escobilla ,la unión entre la madera y el plástico , pésimas no las recomiendo .	negative
Muy bien construido, buen tacto y estetico, buena compra.	positive
Tirado el dinero no pega en ningun lado para tv no vale, luces correctas pero inservible solo añadiendo fixo pegas eso	negative
Pense era otra cosa la verdad ni la usa	negative
"Lo he utilizado para una televisión de 65"" aguanta perfectamente, incluso cambiando la altura se mantiene sin problemas. La base es muy estable, no balancea en ningún momento."	positive
E pedido este producto para un regalo y me a llegado sin ocultar el producto lo recibió la persona para la que Hera el regalo estoy indignado esto es de vergüenza no lo devuelvo por qué no me da tiempo a comprar otro regalo espero que esto no le vuelva a ocurrir a otra persona estoy es de vergüenza con toda la reputación que tiene Amazon	negative
Una maravilla relación calidad precio no tiene rival	positive
Pedí el producto hace mas de 2 meses y aún no recibí nada. No lo recomiendo	negative
Malísimas. Muy mala calidad de las cerraduras, se rompen con solo mirarlas, muy endebles. He devuelto las primeras que compré el mismo día que las instalé, las segundas igual de malas...las devolveré también.	negative
Por ahora es la primera vez que la utilizo y no puedo decir mas pero de textura muy buena y olor perfecto	positive
Es acolchadita y de buena calidad. Ideal para proteger la flauta. Además tiene un lugar para poner el nombre de mi hijo.	positive
La correa en sí está bien, pero el mosquetón de la cuerda de seguridad es una autentica porquería. Se ha roto antes de sacarlo a la calle. El cierre no hace presión y se queda semiabierto. Además no es el que ponen en la foto, no lleva rosca para cerrarlo. He tenido que comprar otro mosquetón para poder estrenar la correa.	negative
Funciona a las mil maravillas. Nada más encenderlo ya comienza a crear una columna de humedad que reparte el olor del aceite por casi toda la casa. Se puede programar por horas y además se apaga si se acaba el agua. El cambio de colores es muy agradable y es totalmente silencioso. Muy contento con la compra.	positive
Muy recomendable! Mi bebe iba incomodo en la sillita del coche y sudaba mucho, al ponerle la colchoneta suda mucho menos y va mas tranquilo así k cumple su función. No le pongo todas las estrellas porque no se puede atar bien a mi sillita y cada pocos días tengo k colocarla bien porque se va moviendo.	positive
No es para nada lo que pensé, apenas si tira vapor, no quita las arrugas, no la recomiendo	negative
Todo correcto. Gracias	positive
No están nada mal. Calidad precio bastante buena, si tiene alguna pega a mi gusto le falta un poco mas de curva que agarre mas la mano del coach	positive
me parece muy pobre solo da un par de recetas	negative
Es muy cómodo pero me esta fallando una cremallera y no se como lo voy a solucionar.	negative
Se usa para mejorar equilibrio y posturas en patinaje.	positive
El producto llegó a tiempo; pero, las cuatro pastillas estaban rotas dentro de su envoltorio plástico. La caja de cartón estaba en perfectas condiciones.	negative
Excelente calidad y acabados. Trae dos correas para amarrar al coche por debajo y evitar que vuele. Recomendable al 100 %	positive
Las compré pero no estoy muy contenta, uno de los mango d la tapadera, se rompió sólo ponerla, los mangos d las sartenes son muy cortos, de momento no se pegan ,jjjjj, a ver lo q dura.	negative
Sabe a cereza, aguanta e hidrata los labios y da un toque rosado a los mismos. Un punto malo es que se gasta en seguida, aunque depende del uso que se le de	positive
Me mandaron una mariquita q no funcionaba, reclamé y en dos días me enviaron otra, perfecto, con la mala suerte que tampoco funcionaba, quise la devolución del dinero y esto ya cuesta más, no solo hace ya más de tres semanas que la espero, sino que encima me pone que me lo añaden a un cheque regalo, o sea q he de volver a gastar quiera o no quiera.... Y así funciona el mundo	negative
Esta bien como complemento del ejercicio diario o para los dias que no haces deporte por diversos motivos, haciendo ejercicio sin esfuerzo en el sofá, pero tampoco hace maravillas. Se puede colocar en varias partes del cuerpo, aunque no queda bien ajustado, tiene 9 niveles de intensidad potentes a partir del tercero y 6 modos diferentes de estimulacion muscular. La bateria dura para 2-3 usos bada mas.	negative
Una pasada de reloj, la batería, su precisión, su construcción robusta y su calidad de materiales, lo hacen perfecto para cualquier deporte, tanto de interior como de exterior. Muy contento con Suunto.	positive
No encajan las tapas. No sirven para nada	negative
Tal y como se especifica en la descripción y se aprecia en las fotografías. Es muy ligero, pesa poquito. Buena relación calidad/precio.	positive
Es útil al tener la semana vista, manejable al no ser demasiado grande, buen tacto y resistente, buena compra en resumen	positive
Me gusta todo en general ,solo que al final termina estropeandose el plateado. Por lo demás todo perfecto	positive
Fabricación española, sencilla de usar , rápida, la jarra termo mantiene el café calentito y no es frágil como la de cristal ( lástima que tampoco se ve el nivel). me gusta más que las de cápsula y llegó al día siguiente de pedirla.	positive
Cumple su función. Buena para masajes.	positive
Es malísimo, las hojas no encajan en el mango	negative
No hemos jugado aún pero son muy chulas y con buena presentación	positive
No cumple con lo previsto. Las sillas que tengo para el coche son muy orejones, por lo tanto la bandana no llega bien a la cabeza de los niños y no les aguanta nada la cabecita.	negative
Todo perfecto menos lo de ajustar el casco, que venía mal y no se puede ajustar bien en la cabeza.	positive
Desde el primer dia de uso el plastico exterior (que hace que el tacto sea agradable) se esta despegando lo que hace que acabe con las manos llenas de trocitos azules (color de la carcasa) a parte de parecer una funda con mucho mas tiempo del que tiene (2 semanas)	negative
Fatal. Ya se me ha roto. Guardé el teléfono en el bolso y al sacarlo ya tenía 3 grietas el cristal templado. Y eso que el teléfono estaba con una funda con tapa también. Me obligan a poner una estrella. No pondría ni 1	negative
Si buscas un protector que pegue por los bordes, este no es el buscas. Transparencia correcta, tacto correcto, pero cuando pase un poquito de tiempo, habrá que quitarlo porque se llenarán los bordes de suciedad. Preferiría que cubriese menos ya que la pantalla tiene una pequeño marco oscuro que es donde empieza la curvatura de la pantalla y quedaría protegido por la funda. Un cristal templado que no pega completamente está condenado a ser sustituido en muy poco tiempo (además que no queda bien estéticamente) Defraudado!	negative
Tiene mala sensibilidad y se despega no facilidad	negative
Ha funcionado bastante bien mientra duro. Los materiales empleados en la fabricacion son bastante buenos pero no con la calidad que esperaba.	positive
Mis hijos están encantados con el juguete. Se pasan horas dibujando con los pinchitos! Hay que tener cuidado qué algunos son muy pequeños.	positive
La crema para una piel grasa es perfecta se absorbe más rápidamente y protege para uso diario, ya es la segunda vez que la compro y estoy muy contenta	positive
Es malísimo. Las sub esferas son una castaña. Son de pego y no sirven ni de adorno	negative
No solo me lleve la sorpresa al abrir la caja en la que venia el producto y vi la taza rota sino que los acabados de pintura también dejaban mucho que desear. . Por lo que me vi obligado a devolverla sin ningún problema.	negative
buena sensibilidad al toque de botones en teclado. Socket de carga y toma de auriculares accesible sin problemas, el único pero es que el botón de apagado lateral de mi Samsung s7 queda un poco duro(escondido de más). En cuanto al amarilleado del plástico, ya veremos cuando será.... ACTUALIZACIÓN : ya está amarilleando, rallado y perdido mucho la sensibilidad táctil de la pantalla. El ajuste de la funda al móvil ha perdido, y aveces se sale por algún lado, cuando lo metes en bolsillos o incluso bolsos....	negative
Todo bien si no fuera porque la bombilla, en todo el espectro en el que es regulable, emite un zumbido muy evidente.	negative
Para mí no es ni la mitad de bueno que el de tapón azul ... Flojito como un colutorio cualquiera del monton. Creo que es poco efectivo	negative
El muñeco está muy bien ,lo que no me ha gustado es que no sabes si te llegará niña o niño hasta que no lo abres!! Yo quería niño, y me llegó la niña , pero a mi hija no le importó!	positive
Muy divertido y de gran calidad, sin duda una gran compra a buen precio. Más divertido que el original al ser de colores y tener el dado	positive
Funcionan bien pero no tengo muy claro si aportan alguna diferencia a la versión estándar, al menos para un uso normal como fotógrafo (para video quizás...).	positive
No solo por el acabado, sino por los recambios incluidos. Es muy práctica, aunque un poco voluminoso el tapón y asa.	positive
No cumple en nada sus especificaciones técnicas	negative
El producto ha llegado en tiempo y condiciones adecuadas. Solo queda darle el uso necesario en mi viaje. La mochila responde a todas las características descritas.	positive
Gran producto, una vez que escurren aísla los platos completamente de cualquier humedad... Los recomiendo...	positive
Es muy débil se han roto enseguida no aguanta el peso de los 5 pantalones	negative
Es un juguete en mi opinión	negative
Es exactamente como venía descrito. El montaje es relativamente sencillo y trae herramientas para atornillar, aunque es más fácil con la ayuda de ua segunda persona para las piezas grandes.	positive
El aparato en sí va bien, pero el touchpad es insufrible y en cuanto al teclado no coinciden las teclas con lo que marcan. Así que tuve que devolverlo. Un pena, porque si cuidaran un poco más los detalles, sería un buen portátil.	negative
No puedo entrar a valorar el producto, ya que no me lo he quedado al llegar una de las copas rotas.	negative
Es una pegatina con poca adherencia, por lo que hay que vigilar que no se despegue, pero desde el primer día se estaba despegando por las esquinas	negative
No se parece a las imágenes que se anuncian, con una calidad inferior a lo que se publica. Vendedor que tendré en cuenta en mi próxima compra para no seleccionar.	negative
Para mi mejor maquina	positive
Lo más ruidoso que puedas imaginar. Es insufrible.	negative
Me encanta su funcionalidad y calidad	positive
Es un parasol dedicado que ajusta perfecto en la montura y te permite poner bien la tapa. Cumple su objetivo muy bien. Como punto negativo, que no es tal, si no lo quitas, en fotos a corta distancia hace sombras. (Me explico: Por defecto lo dejo puesto, que no me estorba. Pero si hago fotos de documentos o con flash a corta distancia/macro, ensombrece una parte de la imagen)	positive
No he recibido nada!	negative
No recomiendo este producto porque no cumple con el anuncio que describe amazon	negative
amos, que si kieres unos auriculares que no tiemes que cargar, baratos i que se suenan bien, ESTOS. i amos, que tienen pinta de durar tiempo. EXCELENTE VENDEDOR.	positive
Enchufar y listo, hace su trabajo correctamente, el ruido es ligeramente más alto de lo que esperaba pero tampoco es un problema. La carcasa esta hecha 100% de plástico y parece resistente.	positive
No es mejor que el hierro de carnicero	negative
Amazon parece tener unos procesos de reacondicionado de los productos que es de todo menos correcto. Deben empaquetar de nuevo el producto tal como lo haya dejado en cliente anterior. Nos ha pasado en repetidas ocasiones. No se han molestado ni en reiniciar el sistema operativo, lo peor es que el portátil presentaba problemas más graves a reparar.	negative
La crema es perfecta en cuanto calidad precio. Es una especie de mascarilla que no necesita aclarado con lo cual la dejas toda la noche. Tiene una textura suave y agradable. Te deja la piel fresca y con sensación de descanso. Lo único malo es que no viene bien embalada, de hecho no trae el precinto de seguridad o plástico que lo recubra, eso crea desconfianza a pesar de no parecer usada. Por favor subsanen ese inconveniente pues influye mucho a la hora de volver a comprarla.	positive
Es bonito, es práctico pero se sale el agua cuando se derrite el hielo. No la volvería a comprar.	negative
Producto tal y como esperaba. Muy práctico y cómodo de usar.	positive
Funcionan a la perfección, se sincronizan de manera inmediata, dando buena calidad de audio y micrófono. Su estuche powerbank además de recargarlos, es pequeño pero resistente.	positive
La máquina es perfecta, muy fácil de usar y muy manejable, la he probado durante un buen rato cogiendo bajos de pantalones y va muy bien.	positive
Queda levantado por todo el lateral, no queda nada bien colocado y a parte da la sensacion que en 2-3 días se empezará a despegar y a poner suciedad.	negative
Y me llega el paquete con 4 coches y abierto???? Pero menuda broma es esta!! No es que no sea serio, es que me parece muy fuerte. Alucinando estoy, y con cabreo!	negative
Muy recomendable, se adapta perfectamente a todas aquellas bicicletas sin ojales para las que es difícil encontrar un portabultos.	positive
Se ha usado mucho y va muy bien, todavía dura	positive
La cachimba vino genial. Encantado con el producto ya la he probado y 10/10.	positive
El agua hace daño al salir y pierde temperatura por la dificultad en la salida. Si que se nota menos sequedad en la piel.	negative
Es muy mona pero me llegó rota una esquina.	negative
Muy buen producto. Aguantan muy bien los lavados, y es muy agradable su uso.	positive
Buena calidad pero pequeño.	positive
No cubre toda la pantalla, los bordes se quedan sobre parte visible de la misma y estorba en el visionado. Para ponerla... o yo soy muy torpe, que puede, o tampoco es tan fácil, la herramienta no sujeta bien. Quitada y tirada	negative
el sensor es muy sensible y tengo la rejilla del coche en vertical y la pinza que sujeta el cargador a la rejilla está sin fuerza no puede con el peso del teléfono 180 gramos no lo sujeta, no estoy satisfecho con la compra	negative
Es la primera vez que compro sillas online sin verlas antes un situ. Y me ha sorprendido gratamente . Fáciles de montar, la que me han llegado a mi en concreto no cojean . El modelo es básico pero bonito. Dudaba entre el rosa palo o El azúl verdoso, al final me decanté por este último y la verdad que no me Arrepiento. Parecen bajas, pero es una sensación óptica, medí la altura del asiento al suelo y es exactamente la Misma medida a las que tenía yo anteriormente . En definitiva, me gustan.	positive
Camiseta bonita pero más grande de lo esperado. Pone camiseta 7-8 años. Mi hijo tiene 7 años y es alto y le quedaba muy grande y ancha. Salvo el tamaño es muy bonita y la calidad del tejido buena.	positive
Muy bueno y ha llegado bien	positive
Muy rápido el envío E s exactamente lo que buscaba!! Volvería a Pedir sin duda. Muy contentas con el trato	positive
El estuche muy bien. El transporte de pena. Con amazon prime y no llegaba nunca. Y postventa inexistente. A mi queja me respondieron que era cosa de Amazon.	negative
Srs: Aún estoy esperando la factura. No lo recomiendo a nadie. Duró una semana. Y no tuve nunca la garantía.	negative
NO VALEN PARA E90 del 2008 con xenon! Despues de desmontar rueda, guardabarros y demas ( 45 min ) resulta que no es la bombilla correcta!!!!	negative
Cuidado! No llega nunca y no te devuelven el dinero. Me dijeron que posiblemente se había perdido en la aduana, que me devolvian el dinero, pero eso no es cierto.	negative
El papel entra demasiado justo. Creo que es pequeño	negative
Imposible que lea el codigo QR del movil. La camara viene en su codigo con US de USA. Puse enl a app USA y tambien probe con spain. Pero nada ...no me lo lee...Alguien sabe de que puede ser?	negative
Lo he usado poco y ya me cuesta mucho encenderlo, no me hace chispa. Y como se ha dicho, el fuego mínimo es muy fuerte. No quema bien.	negative
Para lo que cuesta no esta mal, trae cuatro tornillos para colocar debajo de la plancha y así poder nivelarla, el problema es que uno de ellos no entra en el agujero ya que está mal hecho, las instrucciones vienen en chino y tienes tu que indagar el funcionamiento, la parte donde esta el contador de tiempo y temperatura he tenido que desmontarlo ya que venia suelto con los tornillo flojos, es decir un desastre.	negative
Muy buena adquisicion, hace su función con creces	positive
Tiene buena pinta pero el tallaje es pequeñisimo	negative
Como esperaba, estupendas.	positive
La funda es súper Fina , no abulta nada, muy cómoda. Por ponerle un pero es algo resbaladiza, pero buena compra y recomendada.	positive
En mi opinión no volveré a comprar esto se queda todo dentro de la cápsula y lo poco que sale sabe a agua.No lo recomiendo	negative
Muy bien empaquetado y conforme a lo que especifican en el artículo. Perfecto para manualidades.	positive
Ha venido sin el conector rápido.	negative
Me ha encantado esta cuchilla, se me rompió la que venía con la maquina y este reemplazo me ha ayudado mucho. Es igual, por no decir idéntica, a la de que venía de serie con la máquina. 100% recomendable.	positive
Buena calidad y buen precio	positive
La funda está bien pero no encaje a perfección se queda algunos botones como el del sonido y el de apagado tapados	negative
Aguanta el tirón relativamente bien; tu móvil no saldrá volando al primer bache. Sin embargo, sí que aparecerá mirando hacia donde el azar determine, lo cual no deja de ser disfuncional.	negative
Gracioso, ligero, útil y en precio. Muy fácil de montar	positive
Me duró exactamente una semana. Se despegó la ventosa a la semana, se cayó contra el salpicadero y se rompió	negative
No los recomiendo ni los vuelvo a comprar, no me han llegado a durar 3 meses y practicamente sin usarlos. Debe fallar el cable en su union a la clavija	negative
Llevamos muchos años utilizando esta marcha de etiquetadora y es la más duradera para el uso que hacemos.	positive
Me ha llegado con varios daños. Es una pena porque la rueda es muy guay y suave. No voy a devolverlo porque no quiero perder mi tiempo en los correos, pero espero que estos daños no se hacen más graves y la rueda pierde su funcionalidad.	negative
No es ninguna maravilla, pero por lo que cuesta se puede tener para algún uso esporádico, sin más	negative
El producto todavia no me ha llegado, poca profesionalidad.	negative
El producto es lo que esperábamos,el problema fue con el envío,al comprarlo ponía que lo recibiríamos en dos días,en este caso un viernes y lo recibimos el lunes por la tarde	negative
Justo lo que buscaba,se ajusta a lo que dice el vendedor,lo recomiendo	positive
Inflador de aire, va bien para colchones y colchonetas, el tipico INTEX que hay en cada casa de estudiantes. Sin embargo no es un compresor, osea que no lo compres si esperas inflar globos, apra eso necesitas inyectar aire a mucha presión ( aunque no lo parezca) y necesitaras un compresor de aire, no una bomba. Teniendo esto en cuenta del resto va bien, compacto y portatil, simple pero por el precio te ahorra un trabajillo cuando vienen los invitados, no se le puede pedir mucho mas.	positive
La compramos para un niño, decir que la bateria dura apenas 2 horas si llega. Despues al intentar meterla en una funda de protección para niños, al apretar un poco la pantalla se rompio por dentro. Muy muy frágil	negative
Perfecto. Cumple mis espectativas. Espero que resista bien el uso sobretodo porque estará húmedo con frecuencia. Llego a tiempo y muy bien protegido dentro de una bolsa de tela. Lo recomiendo	positive
Aún no he recibido el producto, pese a que estaba previsto que llegara el 19 de febrero. Confío en que llegue antes de Carnaval, ya que lo he comprado precisamente para esa fiesta, con la suficiente antelación.	negative
La utilizo para ir a trabajar y cumple su funcion. Muy comoda y esteticamente bonita	positive
Es lo que buscaba, pero para viajes es un poco grande.	positive
Material de poca calidad	negative
No es el producto pedido, el pedido era cordón de cuero de 2mm y lo recibido es de 1.5 mm.....	negative
El cristal de la cámara no dura nada	positive
Tiene una buena precisión en tensión en todo el rango y el limitador de corriente funciona bien. Un buen producto para el precio que tiene.	positive
Acabo de comprarlo y no puedo acceder al su lectura.	negative
No es un buen protector para que la pantalla no se rompa. Es un film que se puede doblar y cortar, como el film protector con el que vienen de fábrica las tablets o teléfonos.	negative
Indispensable para cualquier labor de tapicería. Sin este destornillador quita grapas y tachuelas me hubiese representado una gran dificultad el reemplazar la tapicería de cuatro sillas.	positive
Me han funcionado perfectamente. Lo he utilizado para un Honda Accord y lo hice sin ningun problema. Quizas me hubiera gustado que las garras fueran un poco mas grandes pero aun así cumplió con su cometido. Muy contento con el producto respecto a calidad - precio.	positive
Las luces funcionan mejor de lo que me esperaba. Tienen dos problemas, el primero que no encaja igual de bien que las de fábrica en mi audi a3 del 2011, y el segundo que los tornillos de las luces originales no sirven para estas.	positive
Llegó 2 días después pero bien encaja para mí campana cata perfecro	positive
Desastre. Tenía entendido que Taurus dejaba que desear y lo he comprado. Devuelta el mismo día: no hace contacto y si fuerzas suena chispazo.	negative
Estoy encanta muy bonita y el material está muy bien me llego justo el día k me dijieron	positive
Cumple de sobra con mis necesidades de cada día.	positive
El envase no se corresponde con la descripción del producto. Entregado con bote plástico+spray	negative
Nefasto, roto a la primera y gracias, ya que de lo contrario y en uso de accidente hubiera tenido un disgusto.	negative
Buen aparato, reproduce (calidad media) como walkman, pero para pasar tus cintas a PC... No sé cómo será, pero a Mac... Difícil, difícil... descargué software, lo intenté, pero no era nada sencillo, no viene nada de ayuda en ese sentido, no es como introducir un CD y extraer las pistas... Chin Pum.	negative
Tiene una apariencia muy similar a la madera. Es de goma flexible y resistente. Añade un plastco para la pantalla. Como punto negativo es algo resbaladiza.	positive
Tal y cómo llegó a casa la devolví. Le pongo 3 estrellas por las facilidades para devolver el producto, pero el producto en sí no me gustó nada. No se conecta a wifi, va con un mando y no lo puedes controlar con una app ni con un asistente tipo Alexa. Sin manual de instalación ni ningún tipo de indicaciones para saber qué es cada terminal.	negative
Mientras que la cafetera parecía nueva, el filtro de dentro (el que tiene la junta de silicona) se veía usado y además estaba golpeado, entiendo que lo habrían sacado y golpeado de alguna forma. Me siento estafado.	negative
Complementa la utilidad de los focos recargables, para espacios sin conexión eléctrica.	positive
Fatal, la batería no dura más de 20 minutos, se apaga cuándo está en porcentajes como 80% o 70%, lo pongo a cargar cuándo se apaga y me pone que está otra vez a esos porcentajes. Es una lotería, me es imposible usarlo sin estar cargando ya que no se cuánto va a durar la batería.	negative
Demasiado pesada. Forma oval	negative
Se da mucho se sí, dejando toda la marca de la muñequera	negative
Malísima valoracio , todavía no lo he recibido desde hace 20 días que tenía que haber llegado , y no me solucionan nada . Nada recomendable	negative
