Amanda Who is	[IN:GET_INFO_CONTACT [SL:CONTACT Amanda SL:CONTACT] IN:GET_INFO_CONTACT]
the next 60 seconds for me time	[IN:CREATE_TIMER [SL:DATE_TIME the next 60 seconds SL:DATE_TIME] [SL:METHOD_TIMER time SL:METHOD_TIMER] IN:CREATE_TIMER]
french fries What temperature at cooked is	[IN:GET_INFO_RECIPES [SL:RECIPES_DISH french fries SL:RECIPES_DISH] [SL:RECIPES_ATTRIBUTE temperature SL:RECIPES_ATTRIBUTE] IN:GET_INFO_RECIPES]
the news headlines what are	[IN:GET_STORIES_NEWS [SL:NEWS_TYPE news headlines SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
the weather Charlotte in what like is	[IN:GET_WEATHER [SL:LOCATION Charlotte SL:LOCATION] IN:GET_WEATHER]
Dentist for Cancel reminder	[IN:DELETE_REMINDER [SL:TODO Dentist SL:TODO] IN:DELETE_REMINDER]
the call to sis add	[IN:UPDATE_CALL [SL:CONTACT_ADDED [IN:GET_CONTACT [SL:TYPE_RELATION sis SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT_ADDED] IN:UPDATE_CALL]
5 pm to to take the dogs to the vent 4 pm from the reminder I have Fix .	[IN:UPDATE_REMINDER_DATE_TIME [SL:DATE_TIME 5 pm to SL:DATE_TIME] [SL:TODO take the dogs to the vent SL:TODO] [SL:DATE_TIME 4 pm from SL:DATE_TIME] [SL:PERSON_REMINDED I SL:PERSON_REMINDED] IN:UPDATE_REMINDER_DATE_TIME]
I How long a pound cake bake do	[IN:GET_INFO_RECIPES [SL:RECIPES_ATTRIBUTE How long SL:RECIPES_ATTRIBUTE] [SL:RECIPES_DISH pound cake SL:RECIPES_DISH] [SL:RECIPES_COOKING_METHOD bake SL:RECIPES_COOKING_METHOD] IN:GET_INFO_RECIPES]
Shakira 's husband who ? is	[IN:GET_CONTACT [SL:CONTACT_RELATED Shakira SL:CONTACT_RELATED] [SL:TYPE_RELATION husband SL:TYPE_RELATION] IN:GET_CONTACT]
Christmas day on Any events	[IN:GET_EVENT [SL:DATE_TIME Christmas day on SL:DATE_TIME] IN:GET_EVENT]
to a counseling appointment make Remind	[IN:CREATE_REMINDER [SL:TODO a counseling appointment make SL:TODO] IN:CREATE_REMINDER]
my run how long was	[IN:GET_TIMER IN:GET_TIMER]
Chris who ? is	[IN:GET_CONTACT [SL:CONTACT Chris SL:CONTACT] IN:GET_CONTACT]
my the morning in tomorrow for reminder Is ?	[IN:GET_REMINDER_DATE_TIME [SL:PERSON_REMINDED my SL:PERSON_REMINDED] [SL:DATE_TIME the morning in tomorrow for SL:DATE_TIME] IN:GET_REMINDER_DATE_TIME]
Please all alarms Sunday for set . cancel	[IN:DELETE_ALARM [SL:AMOUNT all SL:AMOUNT] [SL:DATE_TIME Sunday for SL:DATE_TIME] IN:DELETE_ALARM]
a new alarm every Sunday arvo 3 pm at that repeats Add	[IN:CREATE_ALARM [SL:DATE_TIME every Sunday arvo 3 pm at SL:DATE_TIME] IN:CREATE_ALARM]
this playlist pause	[IN:PAUSE_MUSIC [SL:MUSIC_TYPE playlist SL:MUSIC_TYPE] IN:PAUSE_MUSIC]
Lia How old ? is	[IN:GET_AGE [SL:CONTACT Lia SL:CONTACT] IN:GET_AGE]
it when to rain going is	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE rain SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
anyone me GGB with friends Show	[IN:GET_CONTACT [SL:CONTACT_RELATED GGB SL:CONTACT_RELATED] [SL:TYPE_RELATION friends SL:TYPE_RELATION] IN:GET_CONTACT]
What chicken soup in is	[IN:GET_INFO_RECIPES [SL:RECIPES_DISH chicken soup SL:RECIPES_DISH] IN:GET_INFO_RECIPES]
dawn monday when is	[IN:GET_SUNRISE [SL:DATE_TIME monday SL:DATE_TIME] IN:GET_SUNRISE]
WhatsApp Gould Matias call	[IN:CREATE_CALL [SL:NAME_APP WhatsApp SL:NAME_APP] [SL:CONTACT Gould Matias SL:CONTACT] IN:CREATE_CALL]
How much money does NBC getting from big pharma ?	[IN:QUESTION_NEWS [SL:NEWS_TOPIC money does NBC getting from big pharma SL:NEWS_TOPIC] IN:QUESTION_NEWS]
3 hours in pick up Lilly from ballet to a reminder up Set .	[IN:CREATE_REMINDER [SL:DATE_TIME 3 hours in SL:DATE_TIME] [SL:TODO pick up Lilly from ballet SL:TODO] IN:CREATE_REMINDER]
parsley leaves of the nutritional value What 's	[IN:GET_INFO_RECIPES [SL:RECIPES_INCLUDED_INGREDIENT parsley SL:RECIPES_INCLUDED_INGREDIENT] [SL:RECIPES_ATTRIBUTE nutritional value SL:RECIPES_ATTRIBUTE] IN:GET_INFO_RECIPES]
we this week a frost get ? Will	[IN:GET_WEATHER [SL:DATE_TIME this week SL:DATE_TIME] [SL:WEATHER_ATTRIBUTE frost SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
Fox News on the next news tonight when ? is	[IN:GET_STORIES_NEWS [SL:NEWS_SOURCE Fox News SL:NEWS_SOURCE] [SL:NEWS_REFERENCE next SL:NEWS_REFERENCE] [SL:NEWS_TYPE news SL:NEWS_TYPE] [SL:DATE_TIME tonight SL:DATE_TIME] IN:GET_STORIES_NEWS]
I you to Fletcher Zachary message need	[IN:SEND_MESSAGE [SL:RECIPIENT Fletcher Zachary SL:RECIPIENT] IN:SEND_MESSAGE]
it Houston in tomorrow morning f degrees in How hot is	[IN:GET_WEATHER [SL:LOCATION Houston SL:LOCATION] [SL:DATE_TIME tomorrow morning SL:DATE_TIME] [SL:WEATHER_TEMPERATURE_UNIT f SL:WEATHER_TEMPERATURE_UNIT] [SL:WEATHER_ATTRIBUTE hot SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
's Sean for a video message recording start let	[IN:SEND_MESSAGE [SL:RECIPIENT Sean SL:RECIPIENT] [SL:TYPE_CONTENT video SL:TYPE_CONTENT] IN:SEND_MESSAGE]
next week ann arbor in happening fairs	[IN:GET_EVENT [SL:DATE_TIME next week SL:DATE_TIME] [SL:LOCATION ann arbor SL:LOCATION] [SL:CATEGORY_EVENT fairs SL:CATEGORY_EVENT] IN:GET_EVENT]
cousin mark call	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:TYPE_RELATION cousin SL:TYPE_RELATION] [SL:CONTACT mark SL:CONTACT] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL]
Tina Kaiser Permanente at work ? Does	[IN:GET_EMPLOYER [SL:CONTACT Tina SL:CONTACT] [SL:EMPLOYER Kaiser Permanente SL:EMPLOYER] IN:GET_EMPLOYER]
every 3 minutes for alarm set	[IN:CREATE_ALARM [SL:PERIOD every 3 minutes SL:PERIOD] IN:CREATE_ALARM]
6h35 for alarm create	[IN:CREATE_ALARM [SL:DATE_TIME 6h35 for SL:DATE_TIME] IN:CREATE_ALARM]
to to Roy James George talk please Time	[IN:CREATE_CALL [SL:CONTACT Roy James George SL:CONTACT] IN:CREATE_CALL]
18 minutes for a timer and 20 minutes for one make	[IN:CREATE_TIMER [SL:DATE_TIME 18 minutes for SL:DATE_TIME] [SL:METHOD_TIMER timer SL:METHOD_TIMER] [SL:DATE_TIME 20 minutes for SL:DATE_TIME] [SL:AMOUNT one SL:AMOUNT] IN:CREATE_TIMER]
30 august on a reminder that 31 august ozarks new season starts create	[IN:CREATE_REMINDER [SL:DATE_TIME 30 august on SL:DATE_TIME] [SL:TODO [IN:GET_TODO [SL:DATE_TIME 31 august SL:DATE_TIME] [SL:TODO ozarks new season starts SL:TODO] IN:GET_TODO] SL:TODO] IN:CREATE_REMINDER]
gluten free cookie recipe	[IN:GET_RECIPES [SL:RECIPES_TYPE gluten free SL:RECIPES_TYPE] [SL:RECIPES_DISH cookie SL:RECIPES_DISH] IN:GET_RECIPES]
I to Daniel Caesar 's latest album hear want	[IN:PLAY_MUSIC [SL:MUSIC_ARTIST_NAME Daniel Caesar SL:MUSIC_ARTIST_NAME] [SL:MUSIC_TYPE album SL:MUSIC_TYPE] IN:PLAY_MUSIC]
what a burrito in 's	[IN:GET_INFO_RECIPES [SL:RECIPES_DISH burrito SL:RECIPES_DISH] IN:GET_INFO_RECIPES]
the following call to John add	[IN:UPDATE_CALL [SL:CONTACT_ADDED John SL:CONTACT_ADDED] IN:UPDATE_CALL]
Please Drummer Boy Pentatonix by play	[IN:PLAY_MUSIC [SL:MUSIC_TRACK_TITLE Drummer Boy SL:MUSIC_TRACK_TITLE] [SL:MUSIC_ARTIST_NAME Pentatonix SL:MUSIC_ARTIST_NAME] IN:PLAY_MUSIC]
what tonight happening is	[IN:GET_EVENT [SL:DATE_TIME tonight SL:DATE_TIME] IN:GET_EVENT]
you 10 seconds for now from an alarm set can	[IN:CREATE_ALARM [SL:DATE_TIME 10 seconds for now from SL:DATE_TIME] IN:CREATE_ALARM]
two , one hour for and another the meeting for three hours before one reminders Set .	[IN:CREATE_REMINDER [SL:AMOUNT two SL:AMOUNT] [SL:DATE_TIME one hour for SL:DATE_TIME] [SL:TODO the meeting SL:TODO] [SL:DATE_TIME for three hours before SL:DATE_TIME] IN:CREATE_REMINDER]
milk How long last does	[IN:GET_INFO_RECIPES IN:GET_INFO_RECIPES]
Sam When his diploma get ? did	[IN:GET_EDUCATION_TIME [SL:CONTACT Sam SL:CONTACT] [SL:EDUCATION_DEGREE diploma SL:EDUCATION_DEGREE] IN:GET_EDUCATION_TIME]
you how alfredo sauce make do	[IN:GET_RECIPES [SL:RECIPES_DISH alfredo sauce SL:RECIPES_DISH] IN:GET_RECIPES]
salsa music to Change .	[IN:PLAY_MUSIC [SL:MUSIC_GENRE salsa SL:MUSIC_GENRE] [SL:MUSIC_TYPE music SL:MUSIC_TYPE] IN:PLAY_MUSIC]
i this evening 5 for an alarm like would	[IN:CREATE_ALARM [SL:DATE_TIME this evening 5 for SL:DATE_TIME] IN:CREATE_ALARM]
please my reminder to bacon buy cancel	[IN:DELETE_REMINDER [SL:PERSON_REMINDED my SL:PERSON_REMINDED] [SL:TODO bacon buy SL:TODO] IN:DELETE_REMINDER]
a little German Hip - Hop music Play	[IN:PLAY_MUSIC [SL:MUSIC_GENRE German Hip - Hop SL:MUSIC_GENRE] [SL:MUSIC_TYPE music SL:MUSIC_TYPE] IN:PLAY_MUSIC]
next week the flight for the alarm Set	[IN:CREATE_ALARM [SL:DATE_TIME next week SL:DATE_TIME] IN:CREATE_ALARM]
Lodi uncles with a video call Start .	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:LOCATION Lodi SL:LOCATION] [SL:TYPE_RELATION uncles SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL]
if it ’s from Jupiter Bank Only that call answer	[IN:ANSWER_CALL [SL:CONTACT Jupiter Bank SL:CONTACT] IN:ANSWER_CALL]
Newyear activities	[IN:GET_EVENT [SL:DATE_TIME Newyear SL:DATE_TIME] [SL:CATEGORY_EVENT activities SL:CATEGORY_EVENT] IN:GET_EVENT]
what Roanoke in this weekend on going 's	[IN:GET_EVENT [SL:LOCATION Roanoke SL:LOCATION] [SL:DATE_TIME this weekend SL:DATE_TIME] IN:GET_EVENT]
Grilled Cheese Grand Prix to going	[IN:SET_RSVP_YES [SL:TITLE_EVENT Grilled Cheese Grand Prix SL:TITLE_EVENT] IN:SET_RSVP_YES]
the weather Christmas over What ? like is	[IN:GET_WEATHER [SL:DATE_TIME Christmas over SL:DATE_TIME] IN:GET_WEATHER]
6 pm at Thursday for the 7 next weeks for an alarm Make	[IN:CREATE_ALARM [SL:DATE_TIME 6 pm at Thursday for SL:DATE_TIME] [SL:DATE_TIME the 7 next weeks for SL:DATE_TIME] IN:CREATE_ALARM]
it Dehli in tomorrow morning around 11 degree Celsius Will be	[IN:GET_WEATHER [SL:LOCATION Dehli SL:LOCATION] [SL:DATE_TIME tomorrow morning SL:DATE_TIME] [SL:WEATHER_ATTRIBUTE around SL:WEATHER_ATTRIBUTE] [SL:WEATHER_ATTRIBUTE 11 SL:WEATHER_ATTRIBUTE] [SL:WEATHER_TEMPERATURE_UNIT Celsius SL:WEATHER_TEMPERATURE_UNIT] IN:GET_WEATHER]
Pandora on Halsey by Play Colors	[IN:PLAY_MUSIC [SL:MUSIC_PROVIDER_NAME Pandora SL:MUSIC_PROVIDER_NAME] [SL:MUSIC_ARTIST_NAME Halsey SL:MUSIC_ARTIST_NAME] [SL:MUSIC_TRACK_TITLE Colors SL:MUSIC_TRACK_TITLE] IN:PLAY_MUSIC]
Friday 8 am for the alarm Set	[IN:CREATE_ALARM [SL:DATE_TIME Friday 8 am for SL:DATE_TIME] IN:CREATE_ALARM]
some Garrett David Play	[IN:PLAY_MUSIC [SL:MUSIC_ARTIST_NAME Garrett David SL:MUSIC_ARTIST_NAME] IN:PLAY_MUSIC]
what an enchilada in is	[IN:GET_INFO_RECIPES [SL:RECIPES_DISH enchilada SL:RECIPES_DISH] IN:GET_INFO_RECIPES]
Please A Wu Ahmad call	[IN:CREATE_CALL [SL:CONTACT A Wu Ahmad SL:CONTACT] IN:CREATE_CALL]
you nephews from the video call answer ? can	[IN:ANSWER_CALL [SL:CONTACT [IN:GET_CONTACT [SL:TYPE_RELATION nephews SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:ANSWER_CALL]
me some meatless pasta dishes find	[IN:GET_RECIPES [SL:RECIPES_TYPE meatless SL:RECIPES_TYPE] [SL:RECIPES_DISH pasta SL:RECIPES_DISH] IN:GET_RECIPES]
Girl 's weekend about What reminders there ? are	[IN:GET_REMINDER [SL:TODO Girl 's weekend SL:TODO] IN:GET_REMINDER]
you the next week for my client reminders delete ? Can	[IN:DELETE_REMINDER [SL:DATE_TIME the next week for SL:DATE_TIME] [SL:PERSON_REMINDED my SL:PERSON_REMINDED] [SL:TODO client SL:TODO] IN:DELETE_REMINDER]
you Annalise Richmond Franky call Can	[IN:CREATE_CALL [SL:CONTACT Annalise Richmond Franky SL:CONTACT] IN:CREATE_CALL]
today for Any trump Donald stories	[IN:GET_STORIES_NEWS [SL:DATE_TIME today for SL:DATE_TIME] [SL:NEWS_TOPIC trump Donald SL:NEWS_TOPIC] [SL:NEWS_TYPE stories SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
Snooze alarm	[IN:SNOOZE_ALARM IN:SNOOZE_ALARM]
please my favorite playlist play	[IN:PLAY_MUSIC [SL:MUSIC_PLAYLIST_TITLE favorite SL:MUSIC_PLAYLIST_TITLE] [SL:MUSIC_TYPE playlist SL:MUSIC_TYPE] IN:PLAY_MUSIC]
today 3 pm at the soccer game that is of me Remind .	[IN:CREATE_REMINDER [SL:DATE_TIME today 3 pm at SL:DATE_TIME] [SL:TODO the soccer game that is SL:TODO] [SL:PERSON_REMINDED me SL:PERSON_REMINDED] IN:CREATE_REMINDER]
boyfriend Call	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:TYPE_RELATION boyfriend SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL]
Emily 's occupation What ? is	[IN:GET_JOB [SL:CONTACT Emily SL:CONTACT] IN:GET_JOB]
Please kid for a video message record	[IN:SEND_MESSAGE [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION kid SL:TYPE_RELATION] IN:GET_CONTACT] SL:RECIPIENT] [SL:TYPE_CONTENT video SL:TYPE_CONTENT] IN:SEND_MESSAGE]
Sunday on Rob 's soccer practice for the reminder Remove	[IN:DELETE_REMINDER [SL:DATE_TIME Sunday on SL:DATE_TIME] [SL:TODO Rob 's soccer practice SL:TODO] IN:DELETE_REMINDER]
me for Ewing Gibson Catherine Call	[IN:CREATE_CALL [SL:CONTACT Ewing Gibson Catherine SL:CONTACT] IN:CREATE_CALL]
it What time Seattle in Monday on rain ? will	[IN:GET_WEATHER [SL:LOCATION Seattle SL:LOCATION] [SL:DATE_TIME Monday on SL:DATE_TIME] [SL:WEATHER_ATTRIBUTE rain SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
the third one call	[IN:CREATE_CALL [SL:ORDINAL third SL:ORDINAL] IN:CREATE_CALL]
I Philadelphia in tomorrow night What do should	[IN:GET_EVENT [SL:LOCATION Philadelphia SL:LOCATION] [SL:DATE_TIME tomorrow night SL:DATE_TIME] IN:GET_EVENT]
ten minute intervals in now starting set Alarm	[IN:CREATE_ALARM [SL:DATE_TIME ten minute intervals in SL:DATE_TIME] IN:CREATE_ALARM]
my ' ' buy coffee reminder to ' ' eggs Add	[IN:UPDATE_REMINDER_TODO [SL:PERSON_REMINDED my SL:PERSON_REMINDED] [SL:TODO buy coffee SL:TODO] [SL:TODO eggs SL:TODO] IN:UPDATE_REMINDER_TODO]
I my sirloin steak with mushrooms of What kind pair should	[IN:GET_INFO_RECIPES [SL:RECIPES_INCLUDED_INGREDIENT sirloin steak SL:RECIPES_INCLUDED_INGREDIENT] [SL:RECIPES_INCLUDED_INGREDIENT mushrooms SL:RECIPES_INCLUDED_INGREDIENT] IN:GET_INFO_RECIPES]
Doug Where work does	[IN:GET_EMPLOYER [SL:CONTACT Doug SL:CONTACT] IN:GET_EMPLOYER]
Trump regarding the current news What ? is	[IN:GET_STORIES_NEWS [SL:NEWS_TOPIC Trump SL:NEWS_TOPIC] [SL:DATE_TIME the current SL:DATE_TIME] [SL:NEWS_TYPE news SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
not me bother do	[IN:SET_UNAVAILABLE IN:SET_UNAVAILABLE]
Seattle in this weekend Concerts	[IN:GET_EVENT [SL:LOCATION Seattle SL:LOCATION] [SL:DATE_TIME this weekend SL:DATE_TIME] [SL:CATEGORY_EVENT Concerts SL:CATEGORY_EVENT] IN:GET_EVENT]
thursday on my reminder Cancel	[IN:DELETE_REMINDER [SL:DATE_TIME thursday on SL:DATE_TIME] [SL:PERSON_REMINDED my SL:PERSON_REMINDED] IN:DELETE_REMINDER]
cookies What temperature at baked should be	[IN:GET_INFO_RECIPES [SL:RECIPES_DISH cookies SL:RECIPES_DISH] [SL:RECIPES_ATTRIBUTE temperature SL:RECIPES_ATTRIBUTE] [SL:RECIPES_COOKING_METHOD baked SL:RECIPES_COOKING_METHOD] IN:GET_INFO_RECIPES]
WhatsApp Haynes Jayce call	[IN:CREATE_CALL [SL:NAME_APP WhatsApp SL:NAME_APP] [SL:CONTACT Haynes Jayce SL:CONTACT] IN:CREATE_CALL]
tonight me to get eggs after work Remind .	[IN:CREATE_REMINDER [SL:DATE_TIME tonight SL:DATE_TIME] [SL:PERSON_REMINDED me SL:PERSON_REMINDED] [SL:TODO get eggs after work SL:TODO] IN:CREATE_REMINDER]
me the day throughout the hour by hour temperature changes Show	[IN:GET_WEATHER [SL:DATE_TIME day SL:DATE_TIME] [SL:DATE_TIME hour SL:DATE_TIME] IN:GET_WEATHER]
I to chicken the crock pot in it putting before defrost need Do	[IN:IS_TRUE_RECIPES [SL:RECIPES_INCLUDED_INGREDIENT chicken SL:RECIPES_INCLUDED_INGREDIENT] [SL:RECIPES_COOKING_METHOD crock pot SL:RECIPES_COOKING_METHOD] [SL:RECIPES_COOKING_METHOD defrost SL:RECIPES_COOKING_METHOD] IN:IS_TRUE_RECIPES]
D . smith Tina who ? is	[IN:GET_INFO_CONTACT [SL:CONTACT D . smith Tina SL:CONTACT] IN:GET_INFO_CONTACT]
I 2 pm for an alarm want .	[IN:CREATE_ALARM [SL:DATE_TIME 2 pm for SL:DATE_TIME] IN:CREATE_ALARM]
hip hop songs play	[IN:PLAY_MUSIC [SL:MUSIC_GENRE hip hop SL:MUSIC_GENRE] [SL:MUSIC_TYPE songs SL:MUSIC_TYPE] IN:PLAY_MUSIC]
